transaction_id,net_sales,store_id,date,order_time
54,26.46,0071,2024-09-24,0:07
55,60.4,0063,2024-07-20,13:17
56,84.85000000000001,0023,2024-09-27,12:18
57,10.98,0002,2024-07-01,12:12
58,30.92,0078,2024-08-02,12:58
59,21.97,0060,2024-09-11,22:20
60,47.4,0017,2024-07-04,13:50
61,39.93000000000001,0041,2024-09-26,11:57
62,92.32000000000001,0091,2024-08-11,11:10
63,125.87,0056,2024-09-04,11:28
64,13.47,0096,2024-07-07,11:42
65,45.43,0006,2024-07-18,11:15
66,19.45,0097,2024-07-12,11:12
67,22.94,0075,2024-08-24,20:10
68,9.47,0027,2024-08-14,17:28
69,7.99,0089,2024-08-15,17:02
70,68.38000000000001,0086,2024-07-09,12:10
71,9.48,0056,2024-08-12,11:19
72,51.9,0003,2024-08-07,21:23
73,39.440000000000005,0087,2024-08-15,19:08
74,30.94,0007,2024-08-21,12:57
75,35.91,0051,2024-08-26,13:45
76,28.46,0080,2024-09-17,2:27
77,44.92,0090,2024-09-15,12:01
78,28.439999999999998,0064,2024-09-27,13:01
79,39.92,0045,2024-08-27,17:48
80,25.96,0042,2024-09-11,13:18
81,10.98,0006,2024-07-13,15:16
82,40.42,0034,2024-07-23,19:39
83,55.900000000000006,0022,2024-07-25,11:03
84,7.99,0005,2024-09-24,22:21
85,19.47,0055,2024-08-27,12:40
86,132.35,0070,2024-07-15,14:37
87,27.93,0081,2024-07-08,8:49
88,62.900000000000006,0028,2024-08-15,2:51
89,28.96,0080,2024-07-17,12:43
90,46.410000000000004,0068,2024-07-19,12:57
91,26.45,0083,2024-09-08,1:26
92,35.400000000000006,0034,2024-09-20,20:09
93,11.98,0054,2024-08-22,12:15
94,27.46,0097,2024-07-30,13:20
95,1.99,0073,2024-08-12,23:53
96,33.45,0033,2024-08-26,17:37
97,57.4,0015,2024-07-06,13:54
98,43.93000000000001,0071,2024-07-08,11:34
99,46.42,0046,2024-09-18,17:03
100,16.47,0029,2024-07-19,23:30
101,16.94,0051,2024-07-03,14:47
102,17.450000000000003,0046,2024-07-09,11:47
103,72.82000000000001,0037,2024-07-02,11:28
104,31.39,0062,2024-07-04,9:00
105,73.93,0066,2024-07-24,3:13
106,35.410000000000004,0096,2024-08-20,15:24
107,47.440000000000005,0099,2024-09-26,18:20
108,8.48,0063,2024-07-01,21:36
109,78.86,0070,2024-08-15,14:18
110,48.39,0012,2024-09-17,4:51
111,49.92,0100,2024-07-29,13:38
112,41.95,0076,2024-09-17,14:08
113,51.39,0012,2024-08-03,14:51
114,87.39,0068,2024-08-18,20:44
115,22.47,0068,2024-09-26,3:05
116,58.94,0083,2024-08-12,19:37
117,60.93,0045,2024-07-03,13:36
118,75.41000000000001,0002,2024-07-21,19:32
119,1.99,0028,2024-09-01,17:03
120,26.93,0089,2024-08-10,12:11
121,55.94,0052,2024-07-01,4:31
122,32.95,0014,2024-08-08,4:39
123,37.43,0051,2024-09-05,19:27
124,40.95,0026,2024-09-24,2:14
125,3.98,0030,2024-09-14,12:13
126,24.43,0097,2024-07-27,12:59
127,12.48,0040,2024-07-01,13:48
128,61.42,0016,2024-07-03,19:01
129,24.45,0038,2024-08-10,12:27
130,9.98,0009,2024-07-08,15:39
131,49.36,0097,2024-07-12,13:34
132,15.98,0040,2024-09-10,11:55
133,41.370000000000005,0039,2024-07-27,11:36
134,4.98,0100,2024-07-21,13:31
135,12.43,0033,2024-07-31,12:06
136,12.45,0023,2024-09-23,3:33
137,26.47,0061,2024-08-21,11:31
138,13.47,0091,2024-09-09,12:23
139,19.47,0045,2024-07-12,14:07
140,53.87,0005,2024-08-04,14:38
141,5.98,0043,2024-08-07,11:09
142,25.97,0088,2024-07-15,16:41
143,66.88,0031,2024-08-15,13:24
144,20.96,0035,2024-09-05,8:38
145,55.94,0054,2024-07-20,12:54
146,47.900000000000006,0013,2024-07-28,13:27
147,19.96,0021,2024-09-12,3:16
148,49.95,0070,2024-09-26,19:34
149,40.910000000000004,0046,2024-08-26,11:59
150,25.47,0090,2024-09-16,13:38
151,4.99,0068,2024-07-09,19:29
152,91.83,0033,2024-07-27,20:25
153,37.96,0077,2024-09-22,18:50
154,52.44,0100,2024-09-28,1:30
155,8.98,0070,2024-09-18,6:59
156,32.43,0078,2024-08-02,12:51
157,20.45,0092,2024-09-09,1:42
158,7.98,0007,2024-08-13,0:04
159,84.88,0065,2024-08-14,1:01
160,37.45,0054,2024-09-01,18:41
161,32.93,0034,2024-07-25,20:00
162,15.96,0039,2024-08-14,13:38
163,56.42,0016,2024-08-10,13:34
164,24.43,0027,2024-08-10,13:01
165,70.33,0059,2024-08-24,22:01
166,44.93,0050,2024-07-08,13:54
167,39.93,0031,2024-08-30,18:42
168,106.85000000000001,0068,2024-08-03,15:19
169,27.47,0036,2024-08-15,4:49
170,53.910000000000004,0048,2024-08-18,3:44
171,34.44,0001,2024-09-03,20:23
172,38.44,0023,2024-09-16,19:40
173,80.86,0069,2024-09-07,21:11
174,7.99,0009,2024-09-16,19:52
175,40.42,0067,2024-08-02,22:22
176,52.900000000000006,0038,2024-08-20,20:50
177,35.44,0027,2024-09-15,12:51
178,25.95,0011,2024-07-06,23:12
179,5.97,0068,2024-07-30,19:35
180,43.96,0030,2024-09-14,15:03
181,76.33,0096,2024-09-26,17:56
182,31.450000000000003,0060,2024-07-04,6:35
183,92.81,0087,2024-09-21,5:17
184,60.4,0050,2024-09-04,11:45
185,18.97,0079,2024-07-01,13:16
186,34.910000000000004,0054,2024-08-10,11:03
187,47.93,0097,2024-07-27,8:04
188,43.440000000000005,0002,2024-08-18,14:16
189,67.41,0039,2024-07-04,14:08
190,56.43,0072,2024-08-18,12:05
191,61.94,0091,2024-08-08,17:42
192,32.44,0049,2024-08-13,21:47
193,24.96,0049,2024-08-28,23:20
194,65.89,0064,2024-09-16,13:46
195,40.42,0015,2024-07-11,19:14
196,62.4,0016,2024-08-26,9:55
197,83.89,0063,2024-08-31,20:32
198,6.98,0014,2024-08-23,16:10
199,43.44,0075,2024-09-25,19:17
200,27.44,0055,2024-09-23,20:19
201,27.94,0007,2024-07-09,13:56
202,34.4,0056,2024-09-21,12:00
203,47.92,0002,2024-09-22,18:06
204,19.44,0082,2024-08-22,18:24
205,28.46,0078,2024-07-06,12:52
206,16.96,0009,2024-09-11,6:15
207,36.94,0041,2024-09-12,17:29
208,24.44,0049,2024-07-21,18:46
209,45.45,0051,2024-09-18,21:45
210,37.43,0011,2024-08-16,12:05
211,48.92,0020,2024-09-10,19:11
212,63.410000000000004,0013,2024-07-11,12:24
213,12.48,0028,2024-09-13,12:10
214,29.97,0039,2024-07-08,11:01
215,49.379999999999995,0008,2024-09-06,0:12
216,96.83,0092,2024-09-19,11:51
217,32.43,0032,2024-09-09,3:10
218,26.97,0092,2024-07-29,16:19
219,68.85000000000001,0053,2024-07-16,11:45
220,7.49,0020,2024-07-18,11:40
221,33.94,0083,2024-07-25,12:40
222,21.46,0075,2024-09-29,23:46
223,25.450000000000003,0042,2024-09-06,23:05
224,37.45,0074,2024-08-09,11:28
225,97.88,0075,2024-07-12,0:55
226,52.95,0081,2024-08-22,23:39
227,38.44,0065,2024-09-24,9:14
228,63.410000000000004,0097,2024-09-14,2:21
229,91.41,0012,2024-09-11,0:16
230,19.950000000000003,0035,2024-08-26,17:26
231,23.439999999999998,0053,2024-09-09,18:45
232,82.4,0022,2024-07-27,12:57
233,9.99,0087,2024-09-29,11:19
234,22.46,0037,2024-09-14,12:20
235,14.97,0003,2024-07-25,11:19
236,35.910000000000004,0089,2024-08-20,16:16
237,23.45,0095,2024-09-04,13:57
238,3.98,0066,2024-08-01,20:43
239,18.950000000000003,0061,2024-07-15,12:30
240,86.82,0025,2024-09-18,11:19
241,23.909999999999997,0017,2024-08-10,13:06
242,52.85,0046,2024-08-23,13:16
243,18.47,0036,2024-08-26,23:30
244,88.34,0017,2024-09-10,14:46
245,9.99,0095,2024-09-13,12:08
246,39.93,0087,2024-07-30,13:40
247,35.93,0039,2024-09-21,14:05
248,21.96,0084,2024-09-12,18:56
249,23.97,0022,2024-07-17,10:10
250,103.31,0085,2024-08-21,20:42
251,4.99,0027,2024-08-19,2:49
252,74.38,0017,2024-07-13,18:38
253,101.37,0056,2024-08-29,14:35
254,37.41,0057,2024-09-18,12:05
255,47.9,0060,2024-07-20,11:02
256,61.41,0008,2024-09-06,12:27
257,46.400000000000006,0066,2024-08-16,15:09
258,21.47,0028,2024-07-20,23:59
259,19.98,0029,2024-08-16,11:28
260,15.96,0009,2024-07-13,16:25
261,41.92,0023,2024-09-16,11:35
262,108.82000000000001,0022,2024-07-09,20:27
263,52.93,0051,2024-09-26,11:27
264,76.41,0035,2024-07-12,11:59
265,11.99,0022,2024-07-10,23:09
266,25.42,0044,2024-08-07,21:31
267,28.92,0011,2024-09-08,13:33
268,16.97,0085,2024-07-29,11:45
269,121.82000000000001,0001,2024-07-16,2:34
270,83.34,0075,2024-07-25,12:40
271,51.39,0081,2024-09-10,21:18
272,48.870000000000005,0001,2024-07-05,18:58
273,16.97,0045,2024-08-25,21:09
274,35.93,0072,2024-07-30,12:17
275,57.93,0067,2024-09-14,20:53
276,55.39,0092,2024-08-10,12:32
277,27.46,0074,2024-07-07,17:16
278,27.94,0005,2024-08-25,13:33
279,48.93,0044,2024-07-24,4:51
280,49.89000000000001,0019,2024-08-04,21:08
281,8.99,0022,2024-08-19,11:36
282,37.95,0013,2024-07-26,15:58
283,53.43,0047,2024-09-16,14:04
284,57.39,0084,2024-09-06,13:42
285,89.38000000000001,0094,2024-08-10,21:37
286,56.89,0077,2024-07-20,9:31
287,41.45,0093,2024-07-24,0:36
288,85.83000000000001,0047,2024-08-18,14:10
289,32.41,0040,2024-09-20,2:30
290,105.35,0053,2024-07-13,11:49
291,9.99,0073,2024-07-19,11:35
292,51.38,0005,2024-08-31,20:08
293,23.97,0031,2024-07-02,20:17
294,37.96,0092,2024-09-25,15:48
295,51.39,0056,2024-07-23,11:41
296,27.96,0048,2024-09-02,21:27
297,77.86,0036,2024-07-09,3:14
298,22.47,0082,2024-07-20,3:08
299,27.92,0002,2024-08-08,11:29
300,46.43,0069,2024-09-15,19:44
301,33.96,0021,2024-07-19,0:29
302,8.98,0019,2024-08-22,11:53
303,16.47,0058,2024-08-15,12:48
304,1.99,0095,2024-09-29,19:54
305,13.46,0025,2024-08-22,12:38
306,3.49,0011,2024-08-18,20:17
307,1.49,0040,2024-08-15,16:02
308,71.86,0071,2024-07-15,3:50
309,12.95,0019,2024-07-12,11:58
310,46.93,0073,2024-07-26,19:25
311,28.97,0051,2024-09-09,15:38
312,64.39,0072,2024-09-24,2:16
313,49.400000000000006,0067,2024-08-09,11:48
314,28.930000000000003,0063,2024-08-09,9:47
315,37.93,0059,2024-09-06,13:57
316,14.47,0001,2024-08-06,2:16
317,32.45,0100,2024-07-15,13:05
318,25.45,0088,2024-08-26,6:32
319,25.94,0017,2024-08-06,13:36
320,36.43,0036,2024-09-29,13:23
321,33.43,0100,2024-08-21,16:29
322,14.47,0066,2024-07-21,11:05
323,51.84,0038,2024-08-26,13:39
324,81.39,0037,2024-07-14,2:51
325,50.88,0051,2024-08-23,13:22
326,31.94,0017,2024-09-29,4:25
327,19.96,0058,2024-08-21,19:43
328,46.45,0037,2024-09-01,21:24
329,15.450000000000001,0081,2024-09-01,0:24
330,21.450000000000003,0049,2024-08-03,0:53
331,4.49,0021,2024-09-11,13:39
332,31.94,0050,2024-07-08,22:38
333,5.97,0092,2024-07-08,2:20
334,23.98,0038,2024-09-05,21:02
335,14.45,0089,2024-09-21,12:33
336,57.92,0022,2024-09-12,21:52
337,54.89,0018,2024-08-09,2:36
338,11.440000000000001,0020,2024-09-21,18:56
339,24.94,0078,2024-07-11,0:24
340,16.95,0068,2024-07-01,13:32
341,45.44,0030,2024-09-27,11:22
342,15.47,0017,2024-07-17,16:30
343,56.92,0008,2024-09-14,19:35
344,101.39,0030,2024-07-25,12:08
345,37.440000000000005,0023,2024-08-08,16:12
346,63.39,0090,2024-09-14,11:53
347,89.37,0023,2024-08-29,20:25
348,39.45,0081,2024-08-03,21:42
349,26.42,0071,2024-08-10,12:45
350,91.9,0003,2024-07-12,13:22
351,4.99,0077,2024-09-08,2:19
352,63.44,0062,2024-09-20,17:42
353,17.98,0016,2024-08-26,22:18
354,15.98,0089,2024-09-26,3:01
355,75.83,0078,2024-07-26,17:29
356,92.37,0094,2024-09-06,11:52
357,29.44,0060,2024-07-16,17:32
358,58.89,0036,2024-07-06,18:18
359,25.46,0039,2024-08-25,20:25
360,17.47,0092,2024-07-22,18:06
361,47.900000000000006,0056,2024-08-16,4:39
362,75.4,0022,2024-07-10,22:35
363,9.99,0064,2024-07-11,16:56
364,1.99,0021,2024-09-27,13:51
365,74.86,0094,2024-07-30,18:50
366,37.46,0010,2024-08-27,11:16
367,103.30000000000001,0014,2024-09-07,2:51
368,55.41,0059,2024-07-23,20:23
369,74.41,0098,2024-07-30,12:45
370,24.96,0005,2024-07-29,15:21
371,45.88,0023,2024-08-01,11:08
372,4.49,0076,2024-07-04,16:40
373,83.42,0013,2024-09-18,18:42
374,22.46,0009,2024-09-18,22:06
375,67.92,0017,2024-08-26,3:25
376,48.92,0052,2024-09-18,16:10
377,16.44,0068,2024-08-30,12:01
378,11.96,0017,2024-08-21,11:24
379,32.93,0048,2024-08-13,13:17
380,5.49,0045,2024-09-04,17:09
381,142.84,0056,2024-09-26,11:18
382,15.450000000000001,0025,2024-07-28,11:31
383,42.870000000000005,0069,2024-08-21,23:58
384,30.440000000000005,0059,2024-08-31,13:47
385,32.949999999999996,0094,2024-08-26,13:47
386,36.43000000000001,0091,2024-07-21,12:39
387,10.98,0026,2024-09-21,11:30
388,5.49,0100,2024-08-05,2:30
389,62.93,0097,2024-08-06,12:17
390,37.44,0017,2024-07-12,11:58
391,32.43,0027,2024-08-15,13:59
392,29.450000000000003,0051,2024-08-08,13:59
393,99.36,0086,2024-07-13,15:05
394,37.910000000000004,0024,2024-07-28,15:01
395,7.98,0090,2024-09-24,18:58
396,13.47,0078,2024-08-25,18:19
397,15.47,0067,2024-08-14,14:42
398,28.94,0030,2024-09-22,13:53
399,22.95,0012,2024-09-03,22:53
400,17.44,0023,2024-08-14,13:22
401,6.99,0035,2024-07-04,11:20
402,22.96,0084,2024-07-03,7:34
403,35.95,0024,2024-07-07,21:54
404,111.3,0099,2024-09-11,11:39
405,44.96,0036,2024-07-15,13:53
406,23.97,0026,2024-07-06,2:33
407,129.77,0086,2024-07-13,16:35
408,19.98,0094,2024-08-06,11:35
409,9.99,0099,2024-07-13,20:21
410,66.88,0097,2024-08-08,2:20
411,53.39,0070,2024-07-12,23:54
412,14.97,0034,2024-09-25,13:55
413,23.950000000000003,0038,2024-09-18,13:52
414,19.98,0017,2024-08-08,19:47
415,21.94,0021,2024-08-14,22:44
416,25.46,0058,2024-07-28,4:10
417,46.94,0062,2024-09-18,11:17
418,69.9,0037,2024-08-06,19:38
419,76.36,0063,2024-08-02,3:00
420,90.35000000000001,0026,2024-07-03,22:35
421,7.49,0025,2024-09-24,14:40
422,46.93,0041,2024-08-14,17:02
423,57.900000000000006,0023,2024-07-23,1:47
424,17.47,0088,2024-09-28,22:04
425,38.940000000000005,0055,2024-08-12,13:28
426,13.98,0034,2024-09-25,13:37
427,62.43,0010,2024-09-29,20:32
428,3.98,0051,2024-08-27,14:33
429,21.95,0078,2024-07-22,14:14
430,80.89999999999999,0093,2024-08-22,13:28
431,48.91,0028,2024-08-28,19:13
432,6.48,0002,2024-07-08,12:14
433,79.86,0096,2024-09-18,12:51
434,22.42,0051,2024-09-13,11:33
435,60.37,0089,2024-09-08,10:02
436,10.47,0076,2024-09-23,12:03
437,20.94,0031,2024-08-11,11:16
438,47.43,0023,2024-08-13,12:06
439,8.98,0011,2024-08-12,1:46
440,5.49,0072,2024-08-12,21:58
441,60.85,0096,2024-09-07,21:12
442,25.47,0073,2024-09-10,1:37
443,46.91,0006,2024-09-21,13:20
444,22.47,0085,2024-09-11,19:50
445,45.45,0065,2024-08-26,11:49
446,40.45,0091,2024-08-14,22:46
447,67.92,0031,2024-08-20,13:48
448,9.44,0097,2024-07-07,12:58
449,101.3,0060,2024-09-24,23:06
450,17.45,0064,2024-09-25,11:50
451,20.41,0024,2024-08-16,0:14
452,32.43,0030,2024-08-17,3:31
453,59.85,0020,2024-08-19,8:53
454,29.97,0080,2024-07-11,13:45
455,53.870000000000005,0051,2024-09-14,19:42
456,52.43000000000001,0034,2024-08-14,11:53
457,6.98,0089,2024-07-06,20:28
458,9.98,0046,2024-07-13,12:11
459,136.76,0074,2024-07-25,11:42
460,20.950000000000003,0098,2024-07-13,23:05
461,6.98,0023,2024-09-01,14:59
462,1.99,0089,2024-08-11,1:42
463,34.96,0073,2024-08-13,10:39
464,65.41,0052,2024-07-21,22:08
465,3.49,0008,2024-09-08,13:14
466,11.48,0070,2024-08-26,13:37
467,57.43000000000001,0063,2024-08-15,13:19
468,30.439999999999998,0014,2024-08-14,11:44
469,23.94,0057,2024-07-10,12:34
470,96.39,0037,2024-07-13,11:05
471,28.439999999999998,0061,2024-07-02,11:07
472,27.940000000000005,0028,2024-07-08,12:24
473,38.94,0072,2024-08-01,22:11
474,74.88,0006,2024-08-06,22:14
475,76.41,0018,2024-09-07,22:21
476,42.400000000000006,0016,2024-07-09,13:00
477,2.98,0074,2024-09-21,12:05
478,48.38,0050,2024-08-18,13:40
479,30.46,0063,2024-07-18,15:01
480,76.92,0031,2024-07-02,2:56
481,104.82,0064,2024-07-28,12:17
482,99.38,0087,2024-07-23,2:00
483,23.42,0011,2024-07-11,19:13
484,42.44,0017,2024-08-09,0:48
485,54.89,0063,2024-08-01,11:10
486,47.93,0007,2024-08-31,12:03
487,58.92,0078,2024-08-11,17:22
488,53.330000000000005,0093,2024-08-27,17:55
489,9.98,0036,2024-08-28,13:23
490,16.48,0033,2024-07-15,16:07
491,29.44,0024,2024-09-11,0:48
492,48.870000000000005,0039,2024-08-05,16:12
493,19.98,0085,2024-07-31,15:29
494,73.9,0073,2024-07-06,21:56
495,27.44,0086,2024-08-01,21:37
496,21.44,0096,2024-08-20,11:47
497,39.96,0001,2024-07-18,12:04
498,37.410000000000004,0032,2024-07-16,18:31
499,85.87,0019,2024-07-22,3:52
500,29.950000000000003,0060,2024-09-07,12:52
501,22.93,0018,2024-07-04,21:33
502,5.99,0001,2024-07-11,14:46
503,33.45,0093,2024-09-02,9:49
504,98.8,0007,2024-07-01,13:29
505,39.400000000000006,0062,2024-09-16,2:04
506,27.92,0076,2024-07-23,3:27
507,15.97,0096,2024-08-26,12:07
508,79.38,0092,2024-08-18,19:46
509,22.43,0023,2024-08-31,13:16
510,56.93,0088,2024-08-30,16:05
511,27.94,0061,2024-08-21,13:19
512,19.98,0042,2024-08-26,23:53
513,37.94,0008,2024-09-29,11:54
514,31.46,0100,2024-09-05,19:42
515,29.43,0069,2024-09-18,11:37
516,33.44,0038,2024-08-02,12:02
517,7.48,0017,2024-09-22,20:51
518,86.82000000000001,0083,2024-07-10,14:41
519,33.95,0056,2024-09-04,11:32
520,26.96,0006,2024-08-13,11:03
521,7.99,0004,2024-08-19,12:00
522,54.92,0076,2024-07-06,3:13
523,49.93000000000001,0002,2024-08-04,13:08
524,29.92,0006,2024-09-07,12:27
525,38.410000000000004,0099,2024-07-09,5:19
526,35.92,0058,2024-07-06,11:05
527,51.870000000000005,0084,2024-08-25,23:13
528,63.36,0067,2024-07-17,16:53
529,7.99,0068,2024-08-24,16:51
530,35.95,0033,2024-08-26,22:15
531,25.97,0029,2024-08-03,11:38
532,85.36,0039,2024-07-16,7:55
533,37.96,0007,2024-07-01,12:26
534,23.46,0063,2024-07-06,3:40
535,21.46,0051,2024-07-31,12:03
536,23.97,0047,2024-07-28,11:13
537,20.97,0086,2024-07-27,12:08
538,16.45,0096,2024-07-30,11:10
539,43.44,0076,2024-08-12,23:19
540,3.49,0068,2024-07-31,17:22
541,38.45,0032,2024-07-06,12:19
542,33.43,0074,2024-07-29,21:47
543,70.39,0062,2024-08-17,17:27
544,5.99,0014,2024-08-26,11:29
545,26.46,0029,2024-07-21,11:17
546,14.97,0068,2024-09-10,12:39
547,39.44,0037,2024-09-16,5:49
548,3.49,0072,2024-07-13,20:13
549,43.94,0009,2024-08-06,19:16
550,48.94,0055,2024-08-08,12:00
551,19.93,0100,2024-08-02,11:20
552,30.950000000000003,0013,2024-08-12,9:34
553,22.450000000000003,0026,2024-07-27,23:39
554,16.47,0021,2024-09-02,17:07
555,29.92,0071,2024-09-08,21:19
556,65.89,0041,2024-08-26,2:48
557,8.97,0005,2024-08-04,20:46
558,33.43,0090,2024-07-05,11:05
559,64.89,0098,2024-08-12,16:11
560,33.44,0025,2024-09-15,18:37
561,13.48,0041,2024-08-11,13:14
562,43.42,0048,2024-09-18,13:33
563,47.44,0096,2024-08-08,11:05
564,58.43,0034,2024-08-16,12:11
565,43.45,0044,2024-07-05,22:03
566,31.96,0100,2024-08-27,2:50
567,26.47,0029,2024-08-25,12:20
568,56.400000000000006,0057,2024-09-24,13:10
569,11.99,0005,2024-09-11,13:13
570,106.36000000000001,0084,2024-08-19,13:59
571,52.42,0049,2024-08-01,21:34
572,31.959999999999997,0002,2024-08-23,15:10
573,18.47,0077,2024-09-15,19:38
574,28.46,0060,2024-09-07,18:17
575,55.910000000000004,0061,2024-09-03,2:17
576,75.38,0002,2024-07-17,20:37
577,38.45,0088,2024-08-22,11:21
578,38.42,0091,2024-08-02,13:17
579,50.43,0099,2024-09-18,15:30
580,35.45,0009,2024-09-15,13:15
581,9.47,0038,2024-08-22,1:06
582,23.459999999999997,0037,2024-08-13,15:19
583,34.96,0041,2024-08-26,11:12
584,95.86000000000001,0092,2024-09-27,1:34
585,36.45,0098,2024-08-22,10:00
586,29.400000000000002,0015,2024-08-27,11:45
587,12.97,0002,2024-08-07,11:44
588,82.87,0024,2024-09-22,11:17
589,53.400000000000006,0084,2024-08-04,11:00
590,65.9,0053,2024-07-15,12:38
591,48.910000000000004,0048,2024-08-14,2:46
592,1.99,0074,2024-07-08,11:27
593,7.99,0048,2024-07-28,11:38
594,41.910000000000004,0063,2024-09-16,0:38
595,14.440000000000001,0053,2024-07-17,16:36
596,5.49,0052,2024-07-05,11:33
597,17.97,0068,2024-08-23,0:52
598,92.32,0094,2024-07-22,21:19
599,31.96,0099,2024-09-13,11:54
600,31.46,0006,2024-08-29,11:39
601,25.950000000000003,0085,2024-09-29,2:57
602,41.910000000000004,0071,2024-09-23,19:30
603,23.97,0062,2024-08-16,12:51
604,70.43,0024,2024-07-18,18:33
605,1.49,0025,2024-08-12,14:57
606,9.45,0086,2024-08-01,21:14
607,49.43,0080,2024-09-20,22:03
608,80.37,0051,2024-07-04,19:39
609,52.92,0079,2024-09-02,13:16
610,37.93000000000001,0085,2024-09-12,17:21
611,25.450000000000003,0014,2024-09-09,1:10
612,18.96,0028,2024-07-20,21:14
613,51.9,0015,2024-07-02,16:30
614,8.96,0073,2024-08-02,22:11
615,27.94,0009,2024-07-27,13:57
616,43.42,0011,2024-07-23,13:40
617,65.86000000000001,0039,2024-07-07,13:14
618,39.94,0048,2024-07-30,12:31
619,24.97,0062,2024-09-28,22:15
620,45.440000000000005,0007,2024-08-09,19:30
621,25.959999999999997,0050,2024-07-09,19:13
622,87.86,0050,2024-07-21,13:35
623,42.44,0028,2024-07-29,19:51
624,34.94,0022,2024-09-18,13:39
625,41.410000000000004,0037,2024-07-17,13:25
626,62.910000000000004,0045,2024-09-22,19:09
627,72.37,0038,2024-08-29,11:48
628,5.99,0040,2024-07-02,2:13
629,86.36,0075,2024-08-19,11:55
630,56.4,0025,2024-08-25,11:21
631,9.48,0082,2024-07-18,15:05
632,61.940000000000005,0082,2024-09-19,0:41
633,31.94,0016,2024-07-31,23:23
634,43.93000000000001,0048,2024-09-16,21:50
635,3.49,0002,2024-07-13,21:03
636,30.450000000000003,0089,2024-08-13,23:26
637,7.96,0037,2024-08-13,12:14
638,92.37,0058,2024-08-15,2:15
639,53.91,0089,2024-09-19,12:41
640,8.99,0086,2024-08-22,21:16
641,51.43000000000001,0008,2024-09-11,3:06
642,43.89,0007,2024-08-30,14:27
643,24.459999999999997,0065,2024-07-05,13:22
644,28.94,0002,2024-07-29,15:47
645,24.97,0082,2024-08-14,2:43
646,25.950000000000003,0084,2024-09-17,7:19
647,105.84,0082,2024-09-04,13:10
648,43.95,0075,2024-08-15,12:01
649,37.910000000000004,0028,2024-08-14,23:31
650,51.93,0085,2024-09-01,11:06
651,41.9,0033,2024-07-28,14:06
652,73.43,0001,2024-09-14,11:55
653,39.95,0055,2024-07-29,13:32
654,56.41,0023,2024-07-24,13:29
655,68.4,0030,2024-09-03,16:45
656,28.93,0055,2024-09-28,13:17
657,24.96,0015,2024-07-24,12:06
658,9.99,0054,2024-07-27,11:40
659,14.97,0048,2024-09-25,16:50
660,1.49,0077,2024-08-17,17:09
661,46.4,0092,2024-07-03,18:02
662,22.450000000000003,0045,2024-07-31,16:24
663,26.97,0029,2024-07-30,14:11
664,43.43,0097,2024-09-18,21:21
665,31.440000000000005,0037,2024-09-29,23:15
666,74.86,0065,2024-09-08,19:56
667,47.910000000000004,0092,2024-07-09,2:39
668,25.959999999999997,0092,2024-07-16,11:49
669,31.450000000000003,0089,2024-07-04,11:51
670,41.91,0045,2024-09-19,13:44
671,41.93,0068,2024-09-07,13:34
672,65.9,0041,2024-08-21,13:38
673,97.35,0075,2024-08-01,13:53
